Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-09-18,16:00-16:30,Fixed,ATM,Offline,On-Us,736021828,760493417,-24471589,1525,894,2419
2026-09-18,16:00-16:30,Fixed,ATM,Offline,Off-Us,537317789,568623654,-31305865,3337,1199,4536
2026-09-18,16:00-16:30,Fixed,BCMS,Online,On-Us,394915948,413622452,-18706504,3117,3218,6335
2026-09-18,16:00-16:30,Fixed,BCMS,Online,Off-Us,370535855,397526049,-26990194,3966,958,4924
2026-09-18,16:00-16:30,Fixed,ENET,Online,On-Us,491412385,523164022,-31751637,1447,3965,5412
2026-09-18,16:00-16:30,Fixed,ENET,Online,Off-Us,361784479,380827663,-19043184,4512,4974,9486
2026-09-18,16:00-16:30,Fixed,TELL,Offline,On-Us,662437337,698598870,-36161533,1686,3069,4755
2026-09-18,16:00-16:30,Fixed,TELL,Offline,Off-Us,415977063,446268621,-30291558,1590,3021,4611
2026-09-18,16:00-16:30,Saving,ATM,Offline,On-Us,392978940,410683163,-17704223,860,2050,2910
2026-09-18,16:00-16:30,Saving,ATM,Offline,Off-Us,404229981,430587339,-26357358,3253,1465,4718
2026-09-18,16:00-16:30,Saving,BCMS,Online,On-Us,577059884,609810827,-32750943,1495,1599,3094
2026-09-18,16:00-16:30,Saving,BCMS,Online,Off-Us,481783382,500123332,-18339950,3108,898,4006
2026-09-18,16:00-16:30,Saving,ENET,Online,On-Us,421630204,437999375,-16369171,3042,3551,6593
2026-09-18,16:00-16:30,Saving,ENET,Online,Off-Us,518884779,549829537,-30944758,2073,868,2941
2026-09-18,16:00-16:30,Saving,TELL,Offline,On-Us,369043497,404504446,-35460949,1121,3017,4138
2026-09-18,16:00-16:30,Saving,TELL,Offline,Off-Us,452515453,474430241,-21914788,4795,919,5714
2026-09-18,16:00-16:30,Current,ATM,Offline,On-Us,245167791,261845250,-16677459,1796,1888,3684
2026-09-18,16:00-16:30,Current,ATM,Offline,Off-Us,388984675,415131972,-26147297,3580,4713,8293
2026-09-18,16:00-16:30,Current,BCMS,Online,On-Us,781394731,813931786,-32537055,4595,2914,7509
2026-09-18,16:00-16:30,Current,BCMS,Online,Off-Us,501524677,523231265,-21706588,2927,1210,4137
2026-09-18,16:00-16:30,Current,ENET,Online,On-Us,305979701,341416754,-35437053,4075,4686,8761
2026-09-18,16:00-16:30,Current,ENET,Online,Off-Us,267487806,296473581,-28985775,4208,2922,7130
2026-09-18,16:00-16:30,Current,TELL,Offline,On-Us,786696610,803402056,-16705446,4286,3860,8146
2026-09-18,16:00-16:30,Current,TELL,Offline,Off-Us,563711644,591950766,-28239122,1016,2665,3681
