Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-09-17,03:30-04:00,Fixed,ATM,Offline,On-Us,753536846,760148058,-6611212,1691,3964,5655
2026-09-17,03:30-04:00,Fixed,ATM,Offline,Off-Us,679481029,684627822,-5146793,4543,4720,9263
2026-09-17,03:30-04:00,Fixed,BCMS,Online,On-Us,524469672,528160665,-3690993,2054,3408,5462
2026-09-17,03:30-04:00,Fixed,BCMS,Online,Off-Us,280592357,287007631,-6415274,1661,4009,5670
2026-09-17,03:30-04:00,Fixed,ENET,Online,On-Us,255115221,260559121,-5443900,2888,949,3837
2026-09-17,03:30-04:00,Fixed,ENET,Online,Off-Us,783120989,790269267,-7148278,1382,1780,3162
2026-09-17,03:30-04:00,Fixed,TELL,Offline,On-Us,639463286,644476420,-5013134,3543,2055,5598
2026-09-17,03:30-04:00,Fixed,TELL,Offline,Off-Us,384219618,389866760,-5647142,4656,2782,7438
2026-09-17,03:30-04:00,Saving,ATM,Offline,On-Us,393352351,398935050,-5582699,4639,2786,7425
2026-09-17,03:30-04:00,Saving,ATM,Offline,Off-Us,440023134,447009538,-6986404,3360,4231,7591
2026-09-17,03:30-04:00,Saving,BCMS,Online,On-Us,224770609,230673310,-5902701,2841,2309,5150
2026-09-17,03:30-04:00,Saving,BCMS,Online,Off-Us,463113753,467587483,-4473730,1731,4701,6432
2026-09-17,03:30-04:00,Saving,ENET,Online,On-Us,554331199,558508156,-4176957,4755,933,5688
2026-09-17,03:30-04:00,Saving,ENET,Online,Off-Us,499372989,505325604,-5952615,2590,3951,6541
2026-09-17,03:30-04:00,Saving,TELL,Offline,On-Us,638143362,643177161,-5033799,4612,1949,6561
2026-09-17,03:30-04:00,Saving,TELL,Offline,Off-Us,376803401,381358980,-4555579,3371,2989,6360
2026-09-17,03:30-04:00,Current,ATM,Offline,On-Us,660191592,666742464,-6550872,1015,3695,4710
2026-09-17,03:30-04:00,Current,ATM,Offline,Off-Us,561329187,566630719,-5301532,2162,1800,3962
2026-09-17,03:30-04:00,Current,BCMS,Online,On-Us,537649419,542971378,-5321959,2576,1422,3998
2026-09-17,03:30-04:00,Current,BCMS,Online,Off-Us,532796278,536322513,-3526235,4546,4121,8667
2026-09-17,03:30-04:00,Current,ENET,Online,On-Us,684650614,688915942,-4265328,1665,4207,5872
2026-09-17,03:30-04:00,Current,ENET,Online,Off-Us,440550093,443822428,-3272335,847,2801,3648
2026-09-17,03:30-04:00,Current,TELL,Offline,On-Us,317985998,323556936,-5570938,2951,2184,5135
2026-09-17,03:30-04:00,Current,TELL,Offline,Off-Us,514832854,518242445,-3409591,3865,1492,5357
