Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-09-18,01:30-02:00,Fixed,ATM,Offline,On-Us,214017198,219892283,-5875085,3067,4722,7789
2026-09-18,01:30-02:00,Fixed,ATM,Offline,Off-Us,450727862,457323697,-6595835,3378,1935,5313
2026-09-18,01:30-02:00,Fixed,BCMS,Online,On-Us,766536705,770402734,-3866029,1532,2268,3800
2026-09-18,01:30-02:00,Fixed,BCMS,Online,Off-Us,531789269,537924783,-6135514,2972,3591,6563
2026-09-18,01:30-02:00,Fixed,ENET,Online,On-Us,579803933,583695443,-3891510,3400,1260,4660
2026-09-18,01:30-02:00,Fixed,ENET,Online,Off-Us,594720633,598645304,-3924671,893,2789,3682
2026-09-18,01:30-02:00,Fixed,TELL,Offline,On-Us,482327037,487275177,-4948140,2617,4966,7583
2026-09-18,01:30-02:00,Fixed,TELL,Offline,Off-Us,717264273,723529416,-6265143,4069,3748,7817
2026-09-18,01:30-02:00,Saving,ATM,Offline,On-Us,770599944,776900522,-6300578,2704,3059,5763
2026-09-18,01:30-02:00,Saving,ATM,Offline,Off-Us,406212770,409703205,-3490435,2446,3869,6315
2026-09-18,01:30-02:00,Saving,BCMS,Online,On-Us,415465335,421417796,-5952461,4548,4683,9231
2026-09-18,01:30-02:00,Saving,BCMS,Online,Off-Us,738213365,743170158,-4956793,3357,2339,5696
2026-09-18,01:30-02:00,Saving,ENET,Online,On-Us,294976537,300059425,-5082888,4163,2059,6222
2026-09-18,01:30-02:00,Saving,ENET,Online,Off-Us,490914021,495347938,-4433917,843,3703,4546
2026-09-18,01:30-02:00,Saving,TELL,Offline,On-Us,688252449,693500625,-5248176,4145,1107,5252
2026-09-18,01:30-02:00,Saving,TELL,Offline,Off-Us,583469791,587815233,-4345442,1489,3249,4738
2026-09-18,01:30-02:00,Current,ATM,Offline,On-Us,423676319,427598867,-3922548,2971,1930,4901
2026-09-18,01:30-02:00,Current,ATM,Offline,Off-Us,628830284,634624984,-5794700,1625,950,2575
2026-09-18,01:30-02:00,Current,BCMS,Online,On-Us,520049330,526375736,-6326406,3312,1165,4477
2026-09-18,01:30-02:00,Current,BCMS,Online,Off-Us,773325639,780876050,-7550411,3917,2094,6011
2026-09-18,01:30-02:00,Current,ENET,Online,On-Us,779096381,785522237,-6425856,1659,1500,3159
2026-09-18,01:30-02:00,Current,ENET,Online,Off-Us,285135401,290275444,-5140043,3988,3532,7520
2026-09-18,01:30-02:00,Current,TELL,Offline,On-Us,528494216,532998356,-4504140,3342,1140,4482
2026-09-18,01:30-02:00,Current,TELL,Offline,Off-Us,642398019,646421297,-4023278,2354,2128,4482
