Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-09-18,12:30-13:00,Fixed,ATM,Offline,On-Us,386011167,404093732,-18082565,4883,1854,6737
2026-09-18,12:30-13:00,Fixed,ATM,Offline,Off-Us,637068156,659710297,-22642141,1130,1224,2354
2026-09-18,12:30-13:00,Fixed,BCMS,Online,On-Us,767038580,791407139,-24368559,1942,1284,3226
2026-09-18,12:30-13:00,Fixed,BCMS,Online,Off-Us,593989695,608981894,-14992199,2239,3985,6224
2026-09-18,12:30-13:00,Fixed,ENET,Online,On-Us,433786107,458117613,-24331506,2320,4427,6747
2026-09-18,12:30-13:00,Fixed,ENET,Online,Off-Us,558155573,587423679,-29268106,2505,4228,6733
2026-09-18,12:30-13:00,Fixed,TELL,Offline,On-Us,468042359,487712474,-19670115,4296,4012,8308
2026-09-18,12:30-13:00,Fixed,TELL,Offline,Off-Us,740632292,773687009,-33054717,4742,1394,6136
2026-09-18,12:30-13:00,Saving,ATM,Offline,On-Us,768748199,787220930,-18472731,4760,2412,7172
2026-09-18,12:30-13:00,Saving,ATM,Offline,Off-Us,242249255,272681752,-30432497,3030,1614,4644
2026-09-18,12:30-13:00,Saving,BCMS,Online,On-Us,540299697,569223691,-28923994,3085,1055,4140
2026-09-18,12:30-13:00,Saving,BCMS,Online,Off-Us,570965944,594370184,-23404240,2527,4656,7183
2026-09-18,12:30-13:00,Saving,ENET,Online,On-Us,539622319,562355825,-22733506,4634,3171,7805
2026-09-18,12:30-13:00,Saving,ENET,Online,Off-Us,566536747,590439909,-23903162,2117,1915,4032
2026-09-18,12:30-13:00,Saving,TELL,Offline,On-Us,382347505,398668015,-16320510,885,1168,2053
2026-09-18,12:30-13:00,Saving,TELL,Offline,Off-Us,352209333,370420852,-18211519,1734,3345,5079
2026-09-18,12:30-13:00,Current,ATM,Offline,On-Us,586871354,616291288,-29419934,1046,4871,5917
2026-09-18,12:30-13:00,Current,ATM,Offline,Off-Us,685589791,709814212,-24224421,2115,4169,6284
2026-09-18,12:30-13:00,Current,BCMS,Online,On-Us,674599594,692264762,-17665168,3630,3737,7367
2026-09-18,12:30-13:00,Current,BCMS,Online,Off-Us,781837703,803211205,-21373502,3287,2568,5855
2026-09-18,12:30-13:00,Current,ENET,Online,On-Us,558503381,579349268,-20845887,4858,2864,7722
2026-09-18,12:30-13:00,Current,ENET,Online,Off-Us,378345254,411907777,-33562523,2020,3666,5686
2026-09-18,12:30-13:00,Current,TELL,Offline,On-Us,300261380,323173776,-22912396,4271,1183,5454
2026-09-18,12:30-13:00,Current,TELL,Offline,Off-Us,486811156,503550812,-16739656,2805,4264,7069
