Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-09-17,20:30-21:00,Fixed,ATM,Offline,On-Us,421387222,427935210,-6547988,2659,3333,5992
2026-09-17,20:30-21:00,Fixed,ATM,Offline,Off-Us,330840445,335810580,-4970135,1844,3723,5567
2026-09-17,20:30-21:00,Fixed,BCMS,Online,On-Us,399100249,405591746,-6491497,1177,2247,3424
2026-09-17,20:30-21:00,Fixed,BCMS,Online,Off-Us,657145097,663026911,-5881814,1858,4870,6728
2026-09-17,20:30-21:00,Fixed,ENET,Online,On-Us,499022315,507329437,-8307122,4442,4485,8927
2026-09-17,20:30-21:00,Fixed,ENET,Online,Off-Us,429183532,436253728,-7070196,4123,3824,7947
2026-09-17,20:30-21:00,Fixed,TELL,Offline,On-Us,628116216,637296239,-9180023,3208,4551,7759
2026-09-17,20:30-21:00,Fixed,TELL,Offline,Off-Us,620825001,625633515,-4808514,2132,3699,5831
2026-09-17,20:30-21:00,Saving,ATM,Offline,On-Us,459910116,468442690,-8532574,4575,1894,6469
2026-09-17,20:30-21:00,Saving,ATM,Offline,Off-Us,251183077,257455507,-6272430,4445,4885,9330
2026-09-17,20:30-21:00,Saving,BCMS,Online,On-Us,716297676,725056979,-8759303,1351,1856,3207
2026-09-17,20:30-21:00,Saving,BCMS,Online,Off-Us,704763906,709413042,-4649136,1284,2067,3351
2026-09-17,20:30-21:00,Saving,ENET,Online,On-Us,707574562,715326760,-7752198,2371,2431,4802
2026-09-17,20:30-21:00,Saving,ENET,Online,Off-Us,799742159,807873465,-8131306,3419,1657,5076
2026-09-17,20:30-21:00,Saving,TELL,Offline,On-Us,464941608,470832450,-5890842,3904,4455,8359
2026-09-17,20:30-21:00,Saving,TELL,Offline,Off-Us,371061015,377894439,-6833424,3946,3499,7445
2026-09-17,20:30-21:00,Current,ATM,Offline,On-Us,695902528,702452167,-6549639,1014,1214,2228
2026-09-17,20:30-21:00,Current,ATM,Offline,Off-Us,250002784,258378389,-8375605,3658,2391,6049
2026-09-17,20:30-21:00,Current,BCMS,Online,On-Us,548176857,557126432,-8949575,3874,1528,5402
2026-09-17,20:30-21:00,Current,BCMS,Online,Off-Us,635114418,641834164,-6719746,1724,1490,3214
2026-09-17,20:30-21:00,Current,ENET,Online,On-Us,578670031,583981217,-5311186,1322,2270,3592
2026-09-17,20:30-21:00,Current,ENET,Online,Off-Us,479489392,487323613,-7834221,2476,1544,4020
2026-09-17,20:30-21:00,Current,TELL,Offline,On-Us,577077457,582114322,-5036865,2731,1591,4322
2026-09-17,20:30-21:00,Current,TELL,Offline,Off-Us,662931838,670743161,-7811323,2556,1128,3684
