Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-09-18,17:30-18:00,Fixed,ATM,Offline,On-Us,300510869,320841947,-20331078,4940,3145,8085
2026-09-18,17:30-18:00,Fixed,ATM,Offline,Off-Us,552454283,575798224,-23343941,1238,4547,5785
2026-09-18,17:30-18:00,Fixed,BCMS,Online,On-Us,676831467,697601552,-20770085,2529,950,3479
2026-09-18,17:30-18:00,Fixed,BCMS,Online,Off-Us,352764025,371972902,-19208877,4365,3449,7814
2026-09-18,17:30-18:00,Fixed,ENET,Online,On-Us,296484178,320369442,-23885264,1123,2361,3484
2026-09-18,17:30-18:00,Fixed,ENET,Online,Off-Us,405431875,429795586,-24363711,903,3594,4497
2026-09-18,17:30-18:00,Fixed,TELL,Offline,On-Us,396494670,422639777,-26145107,3027,4416,7443
2026-09-18,17:30-18:00,Fixed,TELL,Offline,Off-Us,552908133,574423923,-21515790,3304,3721,7025
2026-09-18,17:30-18:00,Saving,ATM,Offline,On-Us,350523108,382521174,-31998066,2548,2738,5286
2026-09-18,17:30-18:00,Saving,ATM,Offline,Off-Us,560687016,599717185,-39030169,1024,4960,5984
2026-09-18,17:30-18:00,Saving,BCMS,Online,On-Us,682994293,712218904,-29224611,1613,4354,5967
2026-09-18,17:30-18:00,Saving,BCMS,Online,Off-Us,387495923,407878935,-20383012,3340,1376,4716
2026-09-18,17:30-18:00,Saving,ENET,Online,On-Us,628655742,660191021,-31535279,2266,903,3169
2026-09-18,17:30-18:00,Saving,ENET,Online,Off-Us,466672723,500665147,-33992424,3863,2831,6694
2026-09-18,17:30-18:00,Saving,TELL,Offline,On-Us,432980346,461848159,-28867813,4023,1201,5224
2026-09-18,17:30-18:00,Saving,TELL,Offline,Off-Us,377516999,415211657,-37694658,4180,1538,5718
2026-09-18,17:30-18:00,Current,ATM,Offline,On-Us,487715491,509830920,-22115429,2962,1112,4074
2026-09-18,17:30-18:00,Current,ATM,Offline,Off-Us,675993444,703964409,-27970965,2977,1447,4424
2026-09-18,17:30-18:00,Current,BCMS,Online,On-Us,570104736,605298414,-35193678,3121,3911,7032
2026-09-18,17:30-18:00,Current,BCMS,Online,Off-Us,231169012,259723909,-28554897,4184,3825,8009
2026-09-18,17:30-18:00,Current,ENET,Online,On-Us,366581815,384820777,-18238962,4215,4910,9125
2026-09-18,17:30-18:00,Current,ENET,Online,Off-Us,250778940,269763670,-18984730,4861,2385,7246
2026-09-18,17:30-18:00,Current,TELL,Offline,On-Us,408621029,429818360,-21197331,1674,3944,5618
2026-09-18,17:30-18:00,Current,TELL,Offline,Off-Us,650342755,670796877,-20454122,4410,3449,7859
