Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-09-18,14:30-15:00,Fixed,ATM,Offline,On-Us,498274462,521574920,-23300458,1600,906,2506
2026-09-18,14:30-15:00,Fixed,ATM,Offline,Off-Us,257780828,282836016,-25055188,1888,4725,6613
2026-09-18,14:30-15:00,Fixed,BCMS,Online,On-Us,274315191,297916352,-23601161,4635,2181,6816
2026-09-18,14:30-15:00,Fixed,BCMS,Online,Off-Us,278955223,306488503,-27533280,3411,3122,6533
2026-09-18,14:30-15:00,Fixed,ENET,Online,On-Us,538299624,565384828,-27085204,1260,3075,4335
2026-09-18,14:30-15:00,Fixed,ENET,Online,Off-Us,424451467,448866347,-24414880,2808,1521,4329
2026-09-18,14:30-15:00,Fixed,TELL,Offline,On-Us,671437007,693506090,-22069083,1551,2405,3956
2026-09-18,14:30-15:00,Fixed,TELL,Offline,Off-Us,544753963,569037439,-24283476,1049,841,1890
2026-09-18,14:30-15:00,Saving,ATM,Offline,On-Us,614100888,634253806,-20152918,2070,4300,6370
2026-09-18,14:30-15:00,Saving,ATM,Offline,Off-Us,360678579,392845796,-32167217,2996,1107,4103
2026-09-18,14:30-15:00,Saving,BCMS,Online,On-Us,578710070,611515156,-32805086,1748,4270,6018
2026-09-18,14:30-15:00,Saving,BCMS,Online,Off-Us,561166053,579382088,-18216035,2490,4028,6518
2026-09-18,14:30-15:00,Saving,ENET,Online,On-Us,221857558,261107424,-39249866,3916,4018,7934
2026-09-18,14:30-15:00,Saving,ENET,Online,Off-Us,661366719,678679209,-17312490,1762,2551,4313
2026-09-18,14:30-15:00,Saving,TELL,Offline,On-Us,305774450,341900450,-36126000,2978,3910,6888
2026-09-18,14:30-15:00,Saving,TELL,Offline,Off-Us,578109317,602257683,-24148366,4212,4789,9001
2026-09-18,14:30-15:00,Current,ATM,Offline,On-Us,544199830,566144777,-21944947,3745,1611,5356
2026-09-18,14:30-15:00,Current,ATM,Offline,Off-Us,475486154,503575191,-28089037,3049,4266,7315
2026-09-18,14:30-15:00,Current,BCMS,Online,On-Us,376844148,393984147,-17139999,1845,1708,3553
2026-09-18,14:30-15:00,Current,BCMS,Online,Off-Us,633836378,666223337,-32386959,4886,4633,9519
2026-09-18,14:30-15:00,Current,ENET,Online,On-Us,781159176,798302625,-17143449,1850,3417,5267
2026-09-18,14:30-15:00,Current,ENET,Online,Off-Us,692109651,731076937,-38967286,3451,3793,7244
2026-09-18,14:30-15:00,Current,TELL,Offline,On-Us,790854086,810280473,-19426387,1176,1278,2454
2026-09-18,14:30-15:00,Current,TELL,Offline,Off-Us,219326562,251707790,-32381228,2829,1104,3933
