Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-09-18,15:00-15:30,Fixed,ATM,Offline,On-Us,482490572,519655414,-37164842,1620,2156,3776
2026-09-18,15:00-15:30,Fixed,ATM,Offline,Off-Us,291537298,314502739,-22965441,1022,3586,4608
2026-09-18,15:00-15:30,Fixed,BCMS,Online,On-Us,769574759,792175500,-22600741,4332,1300,5632
2026-09-18,15:00-15:30,Fixed,BCMS,Online,Off-Us,341971205,363378015,-21406810,3903,2746,6649
2026-09-18,15:00-15:30,Fixed,ENET,Online,On-Us,372368027,392268473,-19900446,3808,3181,6989
2026-09-18,15:00-15:30,Fixed,ENET,Online,Off-Us,458494268,494857630,-36363362,2032,4175,6207
2026-09-18,15:00-15:30,Fixed,TELL,Offline,On-Us,500682390,527128495,-26446105,3559,4553,8112
2026-09-18,15:00-15:30,Fixed,TELL,Offline,Off-Us,276743566,300896945,-24153379,2509,1229,3738
2026-09-18,15:00-15:30,Saving,ATM,Offline,On-Us,424174050,451584633,-27410583,4308,1726,6034
2026-09-18,15:00-15:30,Saving,ATM,Offline,Off-Us,444223694,470624156,-26400462,3899,3578,7477
2026-09-18,15:00-15:30,Saving,BCMS,Online,On-Us,203948128,241445689,-37497561,1984,4141,6125
2026-09-18,15:00-15:30,Saving,BCMS,Online,Off-Us,398000937,420552008,-22551071,1529,4403,5932
2026-09-18,15:00-15:30,Saving,ENET,Online,On-Us,232780578,266952197,-34171619,2765,4292,7057
2026-09-18,15:00-15:30,Saving,ENET,Online,Off-Us,544585840,569106731,-24520891,4013,3722,7735
2026-09-18,15:00-15:30,Saving,TELL,Offline,On-Us,316031019,339177369,-23146350,4051,3350,7401
2026-09-18,15:00-15:30,Saving,TELL,Offline,Off-Us,530811126,552128471,-21317345,2366,4688,7054
2026-09-18,15:00-15:30,Current,ATM,Offline,On-Us,768490014,787331144,-18841130,3508,2562,6070
2026-09-18,15:00-15:30,Current,ATM,Offline,Off-Us,371259058,400594025,-29334967,1891,4869,6760
2026-09-18,15:00-15:30,Current,BCMS,Online,On-Us,401816500,424389666,-22573166,3772,4001,7773
2026-09-18,15:00-15:30,Current,BCMS,Online,Off-Us,225197350,257246630,-32049280,2500,2876,5376
2026-09-18,15:00-15:30,Current,ENET,Online,On-Us,552597875,570826230,-18228355,1102,2104,3206
2026-09-18,15:00-15:30,Current,ENET,Online,Off-Us,326972889,347695036,-20722147,2042,3945,5987
2026-09-18,15:00-15:30,Current,TELL,Offline,On-Us,714504193,737088981,-22584788,1416,2730,4146
2026-09-18,15:00-15:30,Current,TELL,Offline,Off-Us,262025379,294674538,-32649159,3366,4780,8146
