Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-09-17,09:00-09:30,Fixed,ATM,Offline,On-Us,484728016,507870939,-23142923,4400,4467,8867
2026-09-17,09:00-09:30,Fixed,ATM,Offline,Off-Us,557696851,576548306,-18851455,1493,3147,4640
2026-09-17,09:00-09:30,Fixed,BCMS,Online,On-Us,255027345,276270151,-21242806,3850,2568,6418
2026-09-17,09:00-09:30,Fixed,BCMS,Online,Off-Us,715310006,738684402,-23374396,3174,3253,6427
2026-09-17,09:00-09:30,Fixed,ENET,Online,On-Us,465243567,477480328,-12236761,4028,4398,8426
2026-09-17,09:00-09:30,Fixed,ENET,Online,Off-Us,279972716,298677827,-18705111,3674,2211,5885
2026-09-17,09:00-09:30,Fixed,TELL,Offline,On-Us,237865440,251693531,-13828091,1089,2520,3609
2026-09-17,09:00-09:30,Fixed,TELL,Offline,Off-Us,329874068,342678614,-12804546,1396,1842,3238
2026-09-17,09:00-09:30,Saving,ATM,Offline,On-Us,637589211,654660108,-17070897,4045,4978,9023
2026-09-17,09:00-09:30,Saving,ATM,Offline,Off-Us,450023561,462241897,-12218336,2087,2162,4249
2026-09-17,09:00-09:30,Saving,BCMS,Online,On-Us,479300069,499156628,-19856559,1534,2602,4136
2026-09-17,09:00-09:30,Saving,BCMS,Online,Off-Us,515753714,536052427,-20298713,1772,2208,3980
2026-09-17,09:00-09:30,Saving,ENET,Online,On-Us,726890160,748238538,-21348378,3037,4804,7841
2026-09-17,09:00-09:30,Saving,ENET,Online,Off-Us,254481103,268519541,-14038438,1025,1840,2865
2026-09-17,09:00-09:30,Saving,TELL,Offline,On-Us,582976665,596877059,-13900394,3863,2024,5887
2026-09-17,09:00-09:30,Saving,TELL,Offline,Off-Us,569484592,580598827,-11114235,1258,4821,6079
2026-09-17,09:00-09:30,Current,ATM,Offline,On-Us,376464365,393107761,-16643396,3554,3956,7510
2026-09-17,09:00-09:30,Current,ATM,Offline,Off-Us,774310116,790570992,-16260876,4862,4903,9765
2026-09-17,09:00-09:30,Current,BCMS,Online,On-Us,313638443,329707551,-16069108,1598,4793,6391
2026-09-17,09:00-09:30,Current,BCMS,Online,Off-Us,618454135,639698418,-21244283,2578,3230,5808
2026-09-17,09:00-09:30,Current,ENET,Online,On-Us,395750386,409718726,-13968340,4321,1083,5404
2026-09-17,09:00-09:30,Current,ENET,Online,Off-Us,624739565,637261145,-12521580,2919,3376,6295
2026-09-17,09:00-09:30,Current,TELL,Offline,On-Us,202295054,215392304,-13097250,1379,1436,2815
2026-09-17,09:00-09:30,Current,TELL,Offline,Off-Us,375691845,391854972,-16163127,3150,4165,7315
