Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-09-18,21:00-21:30,Fixed,ATM,Offline,On-Us,752055485,758815402,-6759917,3136,928,4064
2026-09-18,21:00-21:30,Fixed,ATM,Offline,Off-Us,482869684,490186806,-7317122,931,4442,5373
2026-09-18,21:00-21:30,Fixed,BCMS,Online,On-Us,531281024,538625267,-7344243,4690,2281,6971
2026-09-18,21:00-21:30,Fixed,BCMS,Online,Off-Us,509147983,516145385,-6997402,3415,4504,7919
2026-09-18,21:00-21:30,Fixed,ENET,Online,On-Us,285655715,294036933,-8381218,4819,2514,7333
2026-09-18,21:00-21:30,Fixed,ENET,Online,Off-Us,341341570,350139076,-8797506,2023,1384,3407
2026-09-18,21:00-21:30,Fixed,TELL,Offline,On-Us,557095273,562294604,-5199331,952,1424,2376
2026-09-18,21:00-21:30,Fixed,TELL,Offline,Off-Us,316400943,321220787,-4819844,900,3111,4011
2026-09-18,21:00-21:30,Saving,ATM,Offline,On-Us,738298423,745130201,-6831778,3712,4809,8521
2026-09-18,21:00-21:30,Saving,ATM,Offline,Off-Us,443590772,449209153,-5618381,4343,4963,9306
2026-09-18,21:00-21:30,Saving,BCMS,Online,On-Us,737612499,746530701,-8918202,2998,4873,7871
2026-09-18,21:00-21:30,Saving,BCMS,Online,Off-Us,235320382,241320247,-5999865,3928,4766,8694
2026-09-18,21:00-21:30,Saving,ENET,Online,On-Us,463431359,469639175,-6207816,1034,3668,4702
2026-09-18,21:00-21:30,Saving,ENET,Online,Off-Us,474609044,481159812,-6550768,2860,1715,4575
2026-09-18,21:00-21:30,Saving,TELL,Offline,On-Us,519601982,529048504,-9446522,1185,2421,3606
2026-09-18,21:00-21:30,Saving,TELL,Offline,Off-Us,385747344,394371560,-8624216,4551,4326,8877
2026-09-18,21:00-21:30,Current,ATM,Offline,On-Us,652917889,662074086,-9156197,1866,3759,5625
2026-09-18,21:00-21:30,Current,ATM,Offline,Off-Us,452803683,457585759,-4782076,1755,3630,5385
2026-09-18,21:00-21:30,Current,BCMS,Online,On-Us,257344258,262011418,-4667160,3415,1020,4435
2026-09-18,21:00-21:30,Current,BCMS,Online,Off-Us,628556738,633855205,-5298467,3462,4427,7889
2026-09-18,21:00-21:30,Current,ENET,Online,On-Us,303681997,309009504,-5327507,3986,2028,6014
2026-09-18,21:00-21:30,Current,ENET,Online,Off-Us,737351185,746529925,-9178740,2462,4183,6645
2026-09-18,21:00-21:30,Current,TELL,Offline,On-Us,760007520,764801040,-4793520,4093,4635,8728
2026-09-18,21:00-21:30,Current,TELL,Offline,Off-Us,351694040,361342910,-9648870,2472,4689,7161
