Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-09-18,11:00-11:30,Fixed,ATM,Offline,On-Us,243960676,260866076,-16905400,3472,3931,7403
2026-09-18,11:00-11:30,Fixed,ATM,Offline,Off-Us,436813848,450535138,-13721290,4661,1411,6072
2026-09-18,11:00-11:30,Fixed,BCMS,Online,On-Us,786379944,812956072,-26576128,3777,2026,5803
2026-09-18,11:00-11:30,Fixed,BCMS,Online,Off-Us,214268220,232146019,-17877799,3241,1969,5210
2026-09-18,11:00-11:30,Fixed,ENET,Online,On-Us,437267514,459336284,-22068770,1368,1440,2808
2026-09-18,11:00-11:30,Fixed,ENET,Online,Off-Us,693178552,711584196,-18405644,3976,2273,6249
2026-09-18,11:00-11:30,Fixed,TELL,Offline,On-Us,436146827,465362646,-29215819,3579,2727,6306
2026-09-18,11:00-11:30,Fixed,TELL,Offline,Off-Us,415118317,442531408,-27413091,1285,2251,3536
2026-09-18,11:00-11:30,Saving,ATM,Offline,On-Us,483441404,510898801,-27457397,1410,1197,2607
2026-09-18,11:00-11:30,Saving,ATM,Offline,Off-Us,797611429,827267596,-29656167,3756,1997,5753
2026-09-18,11:00-11:30,Saving,BCMS,Online,On-Us,523473723,550924713,-27450990,4059,3699,7758
2026-09-18,11:00-11:30,Saving,BCMS,Online,Off-Us,644668956,661123471,-16454515,3296,4318,7614
2026-09-18,11:00-11:30,Saving,ENET,Online,On-Us,211798999,234849974,-23050975,3632,1564,5196
2026-09-18,11:00-11:30,Saving,ENET,Online,Off-Us,783303512,811649471,-28345959,4985,2622,7607
2026-09-18,11:00-11:30,Saving,TELL,Offline,On-Us,230601806,252529729,-21927923,1096,4511,5607
2026-09-18,11:00-11:30,Saving,TELL,Offline,Off-Us,240965384,267264719,-26299335,3953,3476,7429
2026-09-18,11:00-11:30,Current,ATM,Offline,On-Us,720974574,749978434,-29003860,3488,4482,7970
2026-09-18,11:00-11:30,Current,ATM,Offline,Off-Us,659563882,674356880,-14792998,2188,2483,4671
2026-09-18,11:00-11:30,Current,BCMS,Online,On-Us,708512395,726584898,-18072503,2691,1194,3885
2026-09-18,11:00-11:30,Current,BCMS,Online,Off-Us,761223379,784971349,-23747970,2192,2022,4214
2026-09-18,11:00-11:30,Current,ENET,Online,On-Us,439983770,458820458,-18836688,3609,2896,6505
2026-09-18,11:00-11:30,Current,ENET,Online,Off-Us,567928793,589209420,-21280627,1072,2202,3274
2026-09-18,11:00-11:30,Current,TELL,Offline,On-Us,331927120,360113591,-28186471,4917,2991,7908
2026-09-18,11:00-11:30,Current,TELL,Offline,Off-Us,325359426,354166662,-28807236,3589,824,4413
