Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-09-17,06:00-06:30,Fixed,ATM,Offline,On-Us,289801347,305388464,-15587117,2864,1780,4644
2026-09-17,06:00-06:30,Fixed,ATM,Offline,Off-Us,434207260,456219011,-22011751,4657,3774,8431
2026-09-17,06:00-06:30,Fixed,BCMS,Online,On-Us,314636568,335582779,-20946211,2258,3746,6004
2026-09-17,06:00-06:30,Fixed,BCMS,Online,Off-Us,484221638,495584780,-11363142,1908,3150,5058
2026-09-17,06:00-06:30,Fixed,ENET,Online,On-Us,678990464,691401373,-12410909,1203,3627,4830
2026-09-17,06:00-06:30,Fixed,ENET,Online,Off-Us,708501929,726197767,-17695838,2654,3061,5715
2026-09-17,06:00-06:30,Fixed,TELL,Offline,On-Us,484247599,496280287,-12032688,1078,3301,4379
2026-09-17,06:00-06:30,Fixed,TELL,Offline,Off-Us,291109129,307708000,-16598871,4521,4016,8537
2026-09-17,06:00-06:30,Saving,ATM,Offline,On-Us,733648366,745646610,-11998244,1646,2502,4148
2026-09-17,06:00-06:30,Saving,ATM,Offline,Off-Us,384159881,409538389,-25378508,2917,4194,7111
2026-09-17,06:00-06:30,Saving,BCMS,Online,On-Us,243104943,259356576,-16251633,3390,3126,6516
2026-09-17,06:00-06:30,Saving,BCMS,Online,Off-Us,379185135,399844729,-20659594,1187,1356,2543
2026-09-17,06:00-06:30,Saving,ENET,Online,On-Us,374652866,389586434,-14933568,4363,1537,5900
2026-09-17,06:00-06:30,Saving,ENET,Online,Off-Us,725675086,739770672,-14095586,2459,892,3351
2026-09-17,06:00-06:30,Saving,TELL,Offline,On-Us,218031181,233891983,-15860802,3381,2455,5836
2026-09-17,06:00-06:30,Saving,TELL,Offline,Off-Us,216636722,228898898,-12262176,3408,1568,4976
2026-09-17,06:00-06:30,Current,ATM,Offline,On-Us,351812380,370566582,-18754202,4174,3538,7712
2026-09-17,06:00-06:30,Current,ATM,Offline,Off-Us,524367135,536896846,-12529711,2593,1150,3743
2026-09-17,06:00-06:30,Current,BCMS,Online,On-Us,414741542,433560608,-18819066,4832,4802,9634
2026-09-17,06:00-06:30,Current,BCMS,Online,Off-Us,613976598,634922452,-20945854,1310,3603,4913
2026-09-17,06:00-06:30,Current,ENET,Online,On-Us,724287956,741949902,-17661946,2453,2880,5333
2026-09-17,06:00-06:30,Current,ENET,Online,Off-Us,532902634,548873112,-15970478,3621,4097,7718
2026-09-17,06:00-06:30,Current,TELL,Offline,On-Us,522379967,544697389,-22317422,1462,970,2432
2026-09-17,06:00-06:30,Current,TELL,Offline,Off-Us,460030926,472945607,-12914681,1228,1123,2351
