2026-06-01|05:00-05:15|S|SYSG|Online|      365133590.22|      377137187.90|      -12003597.68|724|595|1319
2026-06-01|05:00-05:15|S|PMKF|Online|      469232928.95|      481298607.15|      -12065678.20|711|630|1341
2026-06-01|05:00-05:15|S|SCF |Online|      160991369.26|      172433862.32|      -11442493.06|427|198|625
2026-06-01|05:00-05:15|C|TFS |Online|      435693956.85|      456845744.84|      -21151787.99|739|117|856
2026-06-01|05:00-05:15|S|TFS |Online|      751098350.56|      772375151.57|      -21276801.01|281|851|1132
2026-06-01|05:00-05:15|S|CCAP|Online|      741369518.02|      762241189.99|      -20871671.97|254|324|578
2026-06-01|05:00-05:15|S|BCMS|Online|      764686577.79|      785687025.89|      -21000448.09|485|505|990
2026-06-01|05:00-05:15|C|ENET|Online|      677224692.31|      699211161.52|      -21986469.21|705|204|909
2026-06-01|05:00-05:15|S|OEFS|Online|      667906488.06|      689005335.95|      -21098847.88|241|680|921
2026-06-01|05:00-05:15|C|FAAT|Online|      115954187.50|      127856480.89|      -11902293.39|167|151|318
2026-06-01|05:00-05:15|L|TELL|Offline|      590056021.64|      604006278.17|      -13950256.52|594|755|1349
2026-06-01|05:00-05:15|S|ENET|Online|      649853429.20|      661103084.19|      -11249654.99|522|346|868
