2026-06-02|09:45-10:00|S|ATM |Offline|      643566230.78|      673373536.81|      -29807306.02|443|384|827
2026-06-02|09:45-10:00|S|PMKF|Online|      526600418.11|      550058265.38|      -23457847.28|398|867|1265
2026-06-02|09:45-10:00|C|BC  |Online|      264085309.76|      282930804.97|      -18845495.21|130|182|312
2026-06-02|09:45-10:00|S|CCAP|Online|      457799423.24|      482097150.62|      -24297727.38|75|512|587
2026-06-02|09:45-10:00|C|BCMS|Online|      332802748.56|      359776152.25|      -26973403.69|186|117|303
2026-06-02|09:45-10:00|L|TELL|Offline|      228951840.98|      252972221.03|      -24020380.05|93|352|445
2026-06-02|09:45-10:00|C|SIPI|Online|      444215314.21|      462734559.81|      -18519245.60|215|154|369
2026-06-02|09:45-10:00|C|SYSG|Online|      687602534.93|      713499956.13|      -25897421.20|454|161|615
2026-06-02|09:45-10:00|S|ENET|Online|      719537595.64|      748011018.25|      -28473422.61|371|624|995
2026-06-02|09:45-10:00|S|POS |Offline|      186394508.11|      216297739.01|      -29903230.90|92|284|376
2026-06-02|09:45-10:00|S|OEFS|Online|      259596813.01|      287179110.86|      -27582297.85|186|792|978
