2026-06-30|11:00-11:15|C|BC  |Online|        6429808.90|        3594562.04|        2835246.86|693|608|1301
2026-06-30|11:00-11:15|C|BCMS|Online|       25532335.59|       23076161.88|        2456173.71|510|440|950
2026-06-30|11:00-11:15|C|ENET|Online|      161079696.62|      123034874.97|       38044821.65|147|141|288
2026-06-30|11:00-11:15|C|FAAT|Online|        2731668.69|        2328381.53|         403287.16|916|765|1681
2026-06-30|11:00-11:15|C|PMKF|Online|       24437290.02|       15319046.88|        9118243.14|356|300|656
2026-06-30|11:00-11:15|C|TFS |Online|       26870448.78|       19552210.36|        7318238.42|841|656|1497
2026-06-30|11:00-11:15|S|OEFS|Online|       20818449.06|       16290558.06|        4527891.00|124|64|188
2026-06-30|11:00-11:15|S|PMKF|Online|        7990138.69|        6763294.80|        1226843.89|816|657|1473
2026-06-30|11:00-11:15|S|POS |Offline|        2922631.04|        2076330.42|         846300.62|46|23|69
2026-06-30|11:00-11:15|S|TFS |Online|       24917601.98|       16535947.88|        8381654.10|520|502|1022
