2026-06-03|21:30-21:45|C|PMKF|Online|       98892601.62|      109777911.18|      -10885309.56|471|667|1138
2026-06-03|21:30-21:45|C|BCMS|Online|      402675698.93|      407705063.60|       -5029364.67|571|668|1239
2026-06-03|21:30-21:45|S|SYSG|Online|      128307960.52|      133210080.93|       -4902120.41|429|712|1141
2026-06-03|21:30-21:45|S|BCMS|Online|       73797946.21|       80044926.46|       -6246980.25|579|329|908
2026-06-03|21:30-21:45|S|TFS |Online|      346095546.66|      353024281.04|       -6928734.38|712|61|773
2026-06-03|21:30-21:45|C|SIPI|Online|      787436847.50|      796290075.22|       -8853227.72|230|712|942
2026-06-03|21:30-21:45|S|CCAP|Online|      641417266.94|      648798425.82|       -7381158.87|243|860|1103
2026-06-03|21:30-21:45|S|PMKF|Online|      641694201.41|      647597127.66|       -5902926.25|648|802|1450
2026-06-03|21:30-21:45|S|ATM |Offline|      477154515.82|      482393807.30|       -5239291.48|416|138|554
2026-06-03|21:30-21:45|C|BC  |Online|      168274357.80|      177247934.43|       -8973576.63|195|320|515
2026-06-03|21:30-21:45|S|ENET|Online|      450288385.13|      459945694.91|       -9657309.78|596|323|919
