2026-06-01|03:45-04:00|C|ENET|Online|      537335947.40|      544243224.55|       -6907277.15|402|406|808
2026-06-01|03:45-04:00|C|SIPI|Online|      161624761.28|      167989927.64|       -6365166.36|189|575|764
2026-06-01|03:45-04:00|S|OEFS|Online|      699083887.07|      703842704.57|       -4758817.49|137|662|799
2026-06-01|03:45-04:00|S|CCAP|Online|      161697832.43|      165499031.10|       -3801198.66|91|661|752
2026-06-01|03:45-04:00|L|TELL|Offline|      366946019.36|      374337363.73|       -7391344.37|225|555|780
2026-06-01|03:45-04:00|S|BCMS|Online|      438310915.96|      445719078.15|       -7408162.18|555|447|1002
2026-06-01|03:45-04:00|S|ATM |Offline|      461827991.06|      465398073.85|       -3570082.80|269|746|1015
2026-06-01|03:45-04:00|C|FAAT|Online|      533905792.38|      541384401.39|       -7478609.01|860|852|1712
2026-06-01|03:45-04:00|C|TFS |Online|       67255507.48|       70862044.59|       -3606537.11|154|444|598
2026-06-01|03:45-04:00|S|ENET|Online|      462321346.04|      468783003.47|       -6461657.43|189|245|434
2026-06-01|03:45-04:00|C|PMKF|Online|      275441506.48|      280192653.92|       -4751147.44|313|81|394
