2026-09-17|09:45-10:00|S|PMKF|Online|      208884919.62|      244488989.25|      -35604069.63|362|497|859
2026-09-17|09:45-10:00|C|BCMS|Online|      475427229.30|      492267977.44|      -16840748.14|731|208|939
2026-09-17|09:45-10:00|C|FAAT|Online|       99057567.02|      122689128.70|      -23631561.67|91|474|565
2026-09-17|09:45-10:00|S|ENET|Online|      415782950.18|      449369962.91|      -33587012.73|761|183|944
2026-09-17|09:45-10:00|C|SIPI|Online|      198921597.27|      215407201.76|      -16485604.49|880|71|951
2026-09-17|09:45-10:00|C|ENET|Online|      319408385.19|      337977438.05|      -18569052.86|127|490|617
2026-09-17|09:45-10:00|S|SYSG|Online|      771207051.29|      804028044.75|      -32820993.46|91|248|339
2026-09-17|09:45-10:00|C|PMKF|Online|      456928224.58|      476768768.38|      -19840543.79|750|386|1136
2026-09-17|09:45-10:00|S|BCMS|Online|      645195770.41|      676571374.79|      -31375604.38|380|517|897
2026-09-17|09:45-10:00|S|POS |Offline|      641203362.95|      663806901.07|      -22603538.11|277|386|663
2026-09-17|09:45-10:00|C|BC  |Online|      175223455.78|      201642504.30|      -26419048.52|712|540|1252
