2026-06-02|06:00-06:15|S|TFS |Online|      544190533.97|      557909552.06|      -13719018.09|512|97|609
2026-06-02|06:00-06:15|C|PMKF|Online|      296502763.87|      316309978.23|      -19807214.35|256|449|705
2026-06-02|06:00-06:15|C|BCMS|Online|      142824506.49|      165342097.36|      -22517590.87|815|355|1170
2026-06-02|06:00-06:15|C|SIPI|Online|      438499204.33|      454220143.31|      -15720938.98|846|823|1669
2026-06-02|06:00-06:15|S|PMKF|Online|      189250939.35|      211410714.22|      -22159774.88|175|240|415
2026-06-02|06:00-06:15|S|ENET|Online|      606203117.21|      625453806.50|      -19250689.29|254|78|332
2026-06-02|06:00-06:15|C|FAAT|Online|      100454129.02|      123300464.40|      -22846335.38|181|570|751
2026-06-02|06:00-06:15|S|POS |Offline|      623699827.00|      640470893.85|      -16771066.84|553|767|1320
2026-06-02|06:00-06:15|S|SYSG|Online|      480215382.82|      493424590.46|      -13209207.64|189|109|298
2026-06-02|06:00-06:15|S|SCF |Online|      238469437.03|      255735927.79|      -17266490.76|241|271|512
2026-06-02|06:00-06:15|C|ENET|Online|      153091524.42|      169823197.33|      -16731672.91|827|497|1324
