2026-07-06|11:45-12:00|C|BC  |Online|       19522449.25|       10090162.37|        9432286.88|134|122|256
2026-07-06|11:45-12:00|C|BCMS|Online|       14049889.56|       13027846.21|        1022043.35|854|526|1380
2026-07-06|11:45-12:00|C|ENET|Online|      115043457.98|       83074404.10|       31969053.88|102|69|171
2026-07-06|11:45-12:00|C|PMKF|Online|       20996366.51|       14974526.05|        6021840.46|630|388|1018
2026-07-06|11:45-12:00|C|SYSG|Online|       12147435.96|       11155341.12|         992094.84|512|339|851
2026-07-06|11:45-12:00|C|TFS |Online|        8266173.85|        7288519.13|         977654.72|93|59|152
2026-07-06|11:45-12:00|L|TELL|Offline|        1195192.99|         234263.13|         960929.86|811|346|1157
2026-07-06|11:45-12:00|S|BCMS|Online|       20777144.35|       12824556.27|        7952588.08|786|781|1567
2026-07-06|11:45-12:00|S|OEFS|Online|       16573860.40|        9000918.77|        7572941.63|850|668|1518
2026-07-06|11:45-12:00|S|SCF |Online|        7049008.01|        2509395.82|        4539612.19|57|52|109
2026-07-06|11:45-12:00|S|SYSG|Online|       19687041.57|       14260524.80|        5426516.77|274|184|458
2026-07-06|11:45-12:00|S|TFS |Online|       11282329.00|        3787447.95|        7494881.05|367|366|733
