2026-06-01|05:30-05:45|C|ENET|Online|      656617031.56|      676547387.73|      -19930356.17|325|73|398
2026-06-01|05:30-05:45|S|POS |Offline|      416133659.15|      433868698.65|      -17735039.49|557|383|940
2026-06-01|05:30-05:45|S|ATM |Offline|      600301960.35|      617731829.52|      -17429869.18|78|621|699
2026-06-01|05:30-05:45|S|OEFS|Online|      303475421.38|      321696300.38|      -18220879.00|727|752|1479
2026-06-01|05:30-05:45|S|SYSG|Online|      783696074.05|      807023813.48|      -23327739.43|100|589|689
2026-06-01|05:30-05:45|C|FAAT|Online|      372256267.33|      382973766.55|      -10717499.22|109|191|300
2026-06-01|05:30-05:45|S|PMKF|Online|      248098726.41|      267959305.01|      -19860578.61|718|797|1515
2026-06-01|05:30-05:45|L|TELL|Offline|      539294603.57|      559192755.35|      -19898151.78|276|383|659
2026-06-01|05:30-05:45|S|CCAP|Online|      769808079.90|      786106191.74|      -16298111.83|862|353|1215
2026-06-01|05:30-05:45|S|TELL|Offline|      537332069.51|      550571754.67|      -13239685.16|503|865|1368
2026-06-01|05:30-05:45|C|TFS |Online|      442650716.34|      465992806.49|      -23342090.14|137|848|985
