2026-06-03|14:00-14:15|S|TELL|Offline|      358894854.21|      395626386.24|      -36731532.03|469|113|582
2026-06-03|14:00-14:15|S|SYSG|Online|      661554799.39|      698239847.37|      -36685047.97|384|801|1185
2026-06-03|14:00-14:15|S|CCAP|Online|      363099038.31|      388291892.69|      -25192854.38|634|560|1194
2026-06-03|14:00-14:15|C|TFS |Online|       58358929.25|       85515559.73|      -27156630.49|311|351|662
2026-06-03|14:00-14:15|S|POS |Offline|      578332569.38|      608194202.50|      -29861633.12|132|833|965
2026-06-03|14:00-14:15|S|ENET|Online|      659190647.81|      686654117.30|      -27463469.50|519|761|1280
2026-06-03|14:00-14:15|S|OEFS|Online|      494232704.45|      521230066.49|      -26997362.04|559|496|1055
2026-06-03|14:00-14:15|C|BCMS|Online|      257249730.86|      292343069.93|      -35093339.07|459|78|537
2026-06-03|14:00-14:15|L|TELL|Offline|      732695133.67|      762219311.09|      -29524177.42|566|786|1352
2026-06-03|14:00-14:15|C|ENET|Online|      535607135.72|      573401089.70|      -37793953.98|790|55|845
