2026-09-18|18:00-18:15|C|SIPI|Online|      497384669.01|      506877682.63|       -9493013.62|633|403|1036
2026-09-18|18:00-18:15|S|OEFS|Online|      349563812.48|      359232433.30|       -9668620.82|646|219|865
2026-09-18|18:00-18:15|C|TFS |Online|      293764624.00|      299404467.01|       -5639843.00|355|728|1083
2026-09-18|18:00-18:15|S|PMKF|Online|      150150222.54|      157634938.68|       -7484716.14|512|821|1333
2026-09-18|18:00-18:15|S|BCMS|Online|      616689663.49|      622864665.60|       -6175002.11|72|626|698
2026-09-18|18:00-18:15|S|SYSG|Online|      242540967.52|      249477018.87|       -6936051.35|606|490|1096
2026-09-18|18:00-18:15|S|ATM |Offline|      144172169.51|      153729501.37|       -9557331.86|839|880|1719
2026-09-18|18:00-18:15|C|PMKF|Online|      447026051.23|      451651687.05|       -4625635.82|422|237|659
2026-09-18|18:00-18:15|S|POS |Offline|      430531214.43|      440634382.59|      -10103168.16|646|470|1116
2026-09-18|18:00-18:15|C|BCMS|Online|      688393139.95|      693234536.21|       -4841396.27|264|715|979
2026-09-18|18:00-18:15|C|SYSG|Online|      223568944.52|      229044165.37|       -5475220.85|885|394|1279
