2026-09-18|10:45-11:00|S|CCAP|Online|      478274839.06|      508842563.94|      -30567724.88|591|873|1464
2026-09-18|10:45-11:00|C|FAAT|Online|      451002330.53|      471655145.41|      -20652814.88|566|397|963
2026-09-18|10:45-11:00|S|PMKF|Online|      608344797.01|      638600805.62|      -30256008.61|497|431|928
2026-09-18|10:45-11:00|S|TELL|Offline|      785872912.80|      803425930.69|      -17553017.89|133|150|283
2026-09-18|10:45-11:00|S|ATM |Offline|      117445430.76|      138931884.44|      -21486453.68|530|454|984
2026-09-18|10:45-11:00|S|ENET|Online|      659294912.10|      694581734.23|      -35286822.13|556|74|630
2026-09-18|10:45-11:00|S|POS |Offline|      532208333.98|      565483523.65|      -33275189.67|193|706|899
2026-09-18|10:45-11:00|S|TFS |Online|      606281913.33|      639029217.74|      -32747304.40|324|204|528
2026-09-18|10:45-11:00|L|TELL|Offline|      357155770.76|      388962238.49|      -31806467.73|86|108|194
2026-09-18|10:45-11:00|S|OEFS|Online|      454048445.75|      478194419.65|      -24145973.90|633|504|1137
