2026-09-18|10:30-10:45|S|SYSG|Online|      751601054.14|      773823807.84|      -22222753.70|810|432|1242
2026-09-18|10:30-10:45|C|BC  |Online|      442495684.37|      471051949.95|      -28556265.57|771|165|936
2026-09-18|10:30-10:45|C|BCMS|Online|      367191282.95|      400560515.70|      -33369232.74|70|379|449
2026-09-18|10:30-10:45|S|CCAP|Online|      531224906.59|      549186484.36|      -17961577.77|289|826|1115
2026-09-18|10:30-10:45|L|TELL|Offline|      502699358.32|      519205463.59|      -16506105.27|698|382|1080
2026-09-18|10:30-10:45|C|ENET|Online|       60541074.91|       83642110.81|      -23101035.90|72|621|693
2026-09-18|10:30-10:45|S|BCMS|Online|      409806012.85|      437975861.60|      -28169848.74|861|91|952
2026-09-18|10:30-10:45|C|PMKF|Online|      512536435.18|      544644922.76|      -32108487.58|865|295|1160
2026-09-18|10:30-10:45|C|SYSG|Online|      359628018.19|      384027784.02|      -24399765.83|629|75|704
2026-09-18|10:30-10:45|C|TFS |Online|      380493065.49|      414552012.93|      -34058947.44|167|170|337
2026-09-18|10:30-10:45|S|ATM |Offline|      430171714.93|      447495472.15|      -17323757.22|199|401|600
