2026-09-17|18:45-19:00|C|SYSG|Online|      677044833.77|      684546175.37|       -7501341.60|580|832|1412
2026-09-17|18:45-19:00|C|TFS |Online|      147641537.39|      159644534.93|      -12002997.54|410|611|1021
2026-09-17|18:45-19:00|C|BCMS|Online|      311321410.47|      319707205.20|       -8385794.73|733|117|850
2026-09-17|18:45-19:00|S|ATM |Offline|      673352261.02|      679117148.37|       -5764887.35|798|711|1509
2026-09-17|18:45-19:00|C|ENET|Online|       66163105.97|       71564658.37|       -5401552.40|371|413|784
2026-09-17|18:45-19:00|S|ENET|Online|      758231414.53|      769888345.89|      -11656931.37|143|440|583
2026-09-17|18:45-19:00|S|OEFS|Online|      621417571.66|      631657299.86|      -10239728.20|864|132|996
2026-09-17|18:45-19:00|C|BC  |Online|      728461816.55|      735264151.90|       -6802335.36|792|173|965
2026-09-17|18:45-19:00|S|POS |Offline|      641701212.70|      648083726.94|       -6382514.24|87|748|835
2026-09-17|18:45-19:00|L|TELL|Offline|      750135266.55|      755997183.77|       -5861917.22|855|811|1666
